spot1,spot2,date,amount
DC5,DC10,2021/7/30,923
DC7,DC3,2021/7/30,397
DC7,DC4,2021/7/30,15
DC7,DC5,2021/7/30,467
DC7,DC8,2021/7/30,10
DC7,DC10,2021/7/30,4041
DC8,DC3,2021/7/30,15
DC8,DC4,2021/7/30,37
DC8,DC5,2021/7/30,16
DC8,DC9,2021/7/30,2
DC8,DC10,2021/7/30,2
DC10,DC3,2021/7/30,24097
DC10,DC4,2021/7/30,192
DC10,DC5,2021/7/30,12387
DC10,DC8,2021/7/30,289
DC4,DC8,2021/7/31,8
DC5,DC3,2021/7/31,221
DC5,DC4,2021/7/31,17
DC5,DC8,2021/7/31,29
DC5,DC10,2021/7/31,691
DC7,DC3,2021/7/31,273
DC7,DC5,2021/7/31,359
DC7,DC8,2021/7/31,9
DC7,DC10,2021/7/31,1315
DC8,DC3,2021/7/31,57
DC8,DC4,2021/7/31,83
DC8,DC5,2021/7/31,17
DC10,DC3,2021/7/31,14609
DC10,DC4,2021/7/31,176
DC10,DC5,2021/7/31,19046
DC10,DC8,2021/7/31,366
DC3,DC5,2021/8/1,7
DC4,DC3,2021/8/1,3
DC4,DC5,2021/8/1,3
DC4,DC8,2021/8/1,8
DC4,DC10,2021/8/1,6
DC5,DC3,2021/8/1,37
DC5,DC4,2021/8/1,1
DC5,DC8,2021/8/1,2
DC5,DC10,2021/8/1,862
DC7,DC3,2021/8/1,502
DC7,DC4,2021/8/1,1
DC7,DC5,2021/8/1,271
DC7,DC8,2021/8/1,7
DC7,DC10,2021/8/1,1190
DC8,DC3,2021/8/1,34
DC8,DC4,2021/8/1,13
DC8,DC5,2021/8/1,31
DC9,DC4,2021/8/1,2
DC10,DC3,2021/8/1,12401
DC10,DC4,2021/8/1,121
DC10,DC5,2021/8/1,4099
DC10,DC8,2021/8/1,288
DC3,DC5,2021/8/2,3
DC3,DC10,2021/8/2,4
DC4,DC8,2021/8/2,4
DC5,DC3,2021/8/2,275
DC5,DC4,2021/8/2,97
DC5,DC8,2021/8/2,121
DC5,DC10,2021/8/2,1589
DC7,DC3,2021/8/2,504
DC7,DC4,2021/8/2,2
DC7,DC5,2021/8/2,266
DC7,DC8,2021/8/2,28
DC7,DC10,2021/8/2,1544
DC8,DC3,2021/8/2,116
DC8,DC4,2021/8/2,62
DC8,DC5,2021/8/2,22
DC9,DC8,2021/8/2,1
DC10,DC3,2021/8/2,10927
DC10,DC4,2021/8/2,98
DC10,DC5,2021/8/2,8924
DC10,DC8,2021/8/2,386
DC10,DC9,2021/8/2,5
DC3,DC5,2021/8/3,3
DC4,DC3,2021/8/3,3
DC4,DC8,2021/8/3,11
DC5,DC3,2021/8/3,190
DC5,DC10,2021/8/3,704
DC7,DC3,2021/8/3,453
DC7,DC4,2021/8/3,19
DC7,DC5,2021/8/3,457
DC7,DC8,2021/8/3,7
DC7,DC10,2021/8/3,1216
DC8,DC3,2021/8/3,494
DC8,DC4,2021/8/3,273
DC8,DC5,2021/8/3,147
DC8,DC10,2021/8/3,6
DC9,DC4,2021/8/3,2
DC9,DC5,2021/8/3,2
DC9,DC10,2021/8/3,4
DC10,DC3,2021/8/3,27671
DC10,DC4,2021/8/3,356
DC10,DC5,2021/8/3,13805
DC10,DC8,2021/8/3,997
DC10,DC9,2021/8/3,1
DC3,DC5,2021/8/4,4
DC4,DC5,2021/8/4,2
DC4,DC8,2021/8/4,3
DC4,DC10,2021/8/4,2
DC5,DC3,2021/8/4,70
DC5,DC4,2021/8/4,2
DC5,DC10,2021/8/4,783
DC7,DC3,2021/8/4,418
DC7,DC4,2021/8/4,16
DC7,DC5,2021/8/4,366
DC7,DC8,2021/8/4,7
DC7,DC10,2021/8/4,1058
DC8,DC3,2021/8/4,28
DC8,DC4,2021/8/4,75
DC8,DC5,2021/8/4,33
DC9,DC10,2021/8/4,1
DC10,DC3,2021/8/4,9657
DC10,DC4,2021/8/4,322
DC10,DC5,2021/8/4,15074
DC10,DC8,2021/8/4,920
DC3,DC10,2021/8/5,10
DC4,DC5,2021/8/5,3
DC4,DC8,2021/8/5,6
DC4,DC10,2021/8/5,5
DC5,DC3,2021/8/5,66
DC5,DC4,2021/8/5,12
DC5,DC8,2021/8/5,5
DC5,DC10,2021/8/5,769
DC7,DC3,2021/8/5,487
DC7,DC4,2021/8/5,5
DC7,DC5,2021/8/5,769
DC7,DC8,2021/8/5,1
DC7,DC10,2021/8/5,1893
DC8,DC3,2021/8/5,25
DC8,DC4,2021/8/5,78
DC8,DC5,2021/8/5,16
DC9,DC10,2021/8/5,3
DC10,DC3,2021/8/5,15111
DC10,DC4,2021/8/5,1521
DC10,DC5,2021/8/5,9537
DC10,DC8,2021/8/5,1170
DC3,DC5,2021/8/6,2
DC3,DC10,2021/8/6,1
DC4,DC5,2021/8/6,5
DC4,DC8,2021/8/6,3
DC4,DC10,2021/8/6,10
DC5,DC3,2021/8/6,75
DC5,DC8,2021/8/6,6
DC5,DC10,2021/8/6,321
DC7,DC3,2021/8/6,273
DC7,DC4,2021/8/6,5
DC7,DC5,2021/8/6,277
DC7,DC8,2021/8/6,8
DC7,DC10,2021/8/6,1841
DC8,DC3,2021/8/6,30
DC8,DC4,2021/8/6,16
DC8,DC5,2021/8/6,21
DC8,DC10,2021/8/6,5
DC10,DC3,2021/8/6,15886
DC10,DC4,2021/8/6,930
DC10,DC5,2021/8/6,27716
DC10,DC8,2021/8/6,1730
DC10,DC9,2021/8/6,6
DC3,DC5,2021/8/7,2
DC4,DC8,2021/8/7,5
DC4,DC10,2021/8/7,2
DC5,DC3,2021/8/7,100
DC5,DC4,2021/8/7,3
DC5,DC8,2021/8/7,2
DC5,DC10,2021/8/7,684
DC7,DC3,2021/8/7,344
DC7,DC4,2021/8/7,21
DC7,DC5,2021/8/7,766
DC7,DC8,2021/8/7,8
DC7,DC10,2021/8/7,1402
DC8,DC3,2021/8/7,46
DC8,DC4,2021/8/7,55
DC8,DC5,2021/8/7,41
DC8,DC10,2021/8/7,4
DC10,DC3,2021/8/7,5023
DC10,DC4,2021/8/7,854
DC10,DC5,2021/8/7,13109
DC10,DC8,2021/8/7,766
DC10,DC9,2021/8/7,3
DC3,DC4,2021/8/8,5
DC3,DC5,2021/8/8,7
DC4,DC3,2021/8/8,1515
DC4,DC5,2021/8/8,1989
DC4,DC8,2021/8/8,46
DC4,DC10,2021/8/8,145
DC5,DC3,2021/8/8,96
DC5,DC4,2021/8/8,84
DC5,DC10,2021/8/8,293
DC7,DC3,2021/8/8,255
DC7,DC4,2021/8/8,1642
DC7,DC5,2021/8/8,312
DC7,DC10,2021/8/8,19
DC8,DC3,2021/8/8,68
DC8,DC4,2021/8/8,7
DC8,DC5,2021/8/8,34
DC8,DC10,2021/8/8,39
DC10,DC3,2021/8/8,10870
DC10,DC4,2021/8/8,26953
DC10,DC5,2021/8/8,11113
DC10,DC8,2021/8/8,806
DC3,DC4,2021/8/9,1
DC3,DC5,2021/8/9,15
DC3,DC10,2021/8/9,2
DC4,DC3,2021/8/9,901
DC4,DC5,2021/8/9,1037
DC4,DC8,2021/8/9,40
DC4,DC10,2021/8/9,93
DC5,DC3,2021/8/9,153
DC5,DC4,2021/8/9,174
DC5,DC8,2021/8/9,5
DC5,DC10,2021/8/9,197
DC7,DC3,2021/8/9,278
DC7,DC4,2021/8/9,2839
DC7,DC5,2021/8/9,375
DC7,DC8,2021/8/9,14
DC7,DC10,2021/8/9,12
DC8,DC3,2021/8/9,685
DC8,DC4,2021/8/9,59
DC8,DC5,2021/8/9,626
DC8,DC10,2021/8/9,2083
DC9,DC8,2021/8/9,3
DC9,DC10,2021/8/9,63
DC10,DC3,2021/8/9,10835
DC10,DC4,2021/8/9,18024
DC10,DC5,2021/8/9,6920
DC10,DC8,2021/8/9,1595
DC10,DC9,2021/8/9,4
DC3,DC4,2021/8/10,4
DC3,DC5,2021/8/10,11
DC3,DC10,2021/8/10,2
DC4,DC3,2021/8/10,3206
DC4,DC5,2021/8/10,1562
DC4,DC8,2021/8/10,23
DC4,DC9,2021/8/10,3
DC4,DC10,2021/8/10,243
DC5,DC3,2021/8/10,73
DC5,DC4,2021/8/10,463
DC5,DC8,2021/8/10,2
DC5,DC10,2021/8/10,495
DC7,DC3,2021/8/10,425
DC7,DC4,2021/8/10,3994
DC7,DC5,2021/8/10,327
DC7,DC8,2021/8/10,16
DC7,DC10,2021/8/10,17
DC8,DC3,2021/8/10,957
DC8,DC4,2021/8/10,19
DC8,DC5,2021/8/10,880
DC8,DC10,2021/8/10,1542
DC9,DC10,2021/8/10,25
DC10,DC3,2021/8/10,8282
DC10,DC4,2021/8/10,20122
DC10,DC5,2021/8/10,13930
DC10,DC8,2021/8/10,958
DC10,DC9,2021/8/10,3
DC3,DC4,2021/8/11,4
DC3,DC5,2021/8/11,3
DC4,DC3,2021/8/11,4087
DC4,DC5,2021/8/11,3495
DC4,DC8,2021/8/11,32
DC4,DC10,2021/8/11,52
DC5,DC3,2021/8/11,238
DC5,DC4,2021/8/11,509
DC5,DC8,2021/8/11,6
DC5,DC10,2021/8/11,255
DC7,DC3,2021/8/11,915
DC7,DC4,2021/8/11,4005
DC7,DC5,2021/8/11,394
DC7,DC8,2021/8/11,16
DC7,DC10,2021/8/11,20
DC8,DC3,2021/8/11,703
DC8,DC4,2021/8/11,48
DC8,DC5,2021/8/11,676
DC8,DC10,2021/8/11,2207
DC10,DC3,2021/8/11,13453
DC10,DC4,2021/8/11,33624
DC10,DC5,2021/8/11,12243
DC10,DC8,2021/8/11,316
DC10,DC9,2021/8/11,4
DC3,DC4,2021/8/12,3
DC3,DC5,2021/8/12,8
DC3,DC10,2021/8/12,2
DC4,DC3,2021/8/12,2398
DC4,DC5,2021/8/12,1553
DC4,DC8,2021/8/12,58
DC4,DC10,2021/8/12,187
DC5,DC3,2021/8/12,85
DC5,DC4,2021/8/12,208
DC5,DC8,2021/8/12,2
DC5,DC10,2021/8/12,232
DC7,DC3,2021/8/12,747
DC7,DC4,2021/8/12,2870
DC7,DC5,2021/8/12,130
DC7,DC8,2021/8/12,9
DC7,DC10,2021/8/12,15
DC8,DC3,2021/8/12,562
DC8,DC4,2021/8/12,7
DC8,DC5,2021/8/12,534
DC8,DC10,2021/8/12,2761
DC10,DC3,2021/8/12,14624
DC10,DC4,2021/8/12,32169
DC10,DC5,2021/8/12,12886
DC10,DC8,2021/8/12,325
DC10,DC9,2021/8/12,11
DC3,DC4,2021/8/13,6
DC4,DC3,2021/8/13,3481
DC4,DC5,2021/8/13,607
DC4,DC8,2021/8/13,123
DC4,DC10,2021/8/13,202
DC5,DC3,2021/8/13,81
DC5,DC4,2021/8/13,411
DC5,DC10,2021/8/13,204
DC7,DC3,2021/8/13,313
DC7,DC4,2021/8/13,2529
DC7,DC5,2021/8/13,386
DC7,DC8,2021/8/13,10
DC7,DC10,2021/8/13,15
DC8,DC3,2021/8/13,779
DC8,DC4,2021/8/13,8
DC8,DC5,2021/8/13,1292
DC8,DC9,2021/8/13,3
DC8,DC10,2021/8/13,5142
DC10,DC3,2021/8/13,8522
DC10,DC4,2021/8/13,56346
DC10,DC5,2021/8/13,7758
DC10,DC8,2021/8/13,354
DC3,DC4,2021/8/14,6
DC4,DC3,2021/8/14,1710
DC4,DC5,2021/8/14,1901
DC4,DC8,2021/8/14,80
DC4,DC10,2021/8/14,145
DC5,DC3,2021/8/14,86
DC5,DC4,2021/8/14,426
DC5,DC8,2021/8/14,2
DC5,DC10,2021/8/14,141
DC7,DC3,2021/8/14,318
DC7,DC4,2021/8/14,1113
DC7,DC5,2021/8/14,315
DC7,DC8,2021/8/14,17
DC7,DC10,2021/8/14,19
DC8,DC3,2021/8/14,3183
DC8,DC4,2021/8/14,31
DC8,DC5,2021/8/14,1464
DC8,DC10,2021/8/14,4053
DC10,DC3,2021/8/14,5474
DC10,DC4,2021/8/14,8344
DC10,DC5,2021/8/14,4384
DC10,DC8,2021/8/14,214
DC3,DC4,2021/8/15,3
DC3,DC5,2021/8/15,5
DC3,DC10,2021/8/15,1
DC4,DC3,2021/8/15,1536
DC4,DC5,2021/8/15,1027
DC4,DC8,2021/8/15,12
DC4,DC10,2021/8/15,34
DC5,DC3,2021/8/15,80
DC5,DC4,2021/8/15,385
DC5,DC8,2021/8/15,9
DC5,DC10,2021/8/15,348
DC7,DC3,2021/8/15,272
DC7,DC4,2021/8/15,1538
DC7,DC5,2021/8/15,238
DC7,DC8,2021/8/15,37
DC7,DC10,2021/8/15,18
DC8,DC3,2021/8/15,2234
DC8,DC4,2021/8/15,9
DC8,DC5,2021/8/15,4079
DC8,DC10,2021/8/15,14063
DC10,DC3,2021/8/15,8996
DC10,DC4,2021/8/15,48705
DC10,DC5,2021/8/15,5703
DC10,DC8,2021/8/15,140
DC3,DC4,2021/8/16,20
DC3,DC5,2021/8/16,35
DC3,DC10,2021/8/16,9
DC4,DC3,2021/8/16,1754
DC4,DC5,2021/8/16,1876
DC4,DC8,2021/8/16,126
DC4,DC10,2021/8/16,167
DC5,DC3,2021/8/16,207
DC5,DC4,2021/8/16,324
DC5,DC8,2021/8/16,5
DC5,DC10,2021/8/16,179
DC7,DC3,2021/8/16,385
DC7,DC4,2021/8/16,1915
DC7,DC5,2021/8/16,158
DC7,DC8,2021/8/16,12
DC7,DC10,2021/8/16,6
DC8,DC3,2021/8/16,2576
DC8,DC4,2021/8/16,36
DC8,DC5,2021/8/16,1278
DC8,DC9,2021/8/16,5
DC8,DC10,2021/8/16,14443
DC10,DC3,2021/8/16,7827
DC10,DC4,2021/8/16,18013
DC10,DC5,2021/8/16,16237
DC10,DC8,2021/8/16,201
DC3,DC4,2021/8/17,3
DC3,DC5,2021/8/17,5
DC4,DC3,2021/8/17,1179
DC4,DC5,2021/8/17,1926
DC4,DC8,2021/8/17,57
DC4,DC10,2021/8/17,47
DC5,DC3,2021/8/17,71
DC5,DC4,2021/8/17,207
DC5,DC8,2021/8/17,2
DC5,DC10,2021/8/17,364
DC7,DC3,2021/8/17,382
DC7,DC4,2021/8/17,1349
DC7,DC5,2021/8/17,655
DC7,DC8,2021/8/17,6
DC7,DC10,2021/8/17,17
DC8,DC3,2021/8/17,3626
DC8,DC4,2021/8/17,39
DC8,DC5,2021/8/17,3586
DC8,DC9,2021/8/17,23
DC8,DC10,2021/8/17,5513
DC10,DC3,2021/8/17,12384
DC10,DC4,2021/8/17,62181
DC10,DC5,2021/8/17,13497
DC10,DC8,2021/8/17,206
DC3,DC4,2021/8/18,3
DC3,DC5,2021/8/18,1
DC3,DC10,2021/8/18,14
DC4,DC3,2021/8/18,2038
DC4,DC5,2021/8/18,2592
DC4,DC8,2021/8/18,47
DC4,DC10,2021/8/18,95
DC5,DC3,2021/8/18,168
DC5,DC4,2021/8/18,268
DC5,DC8,2021/8/18,1
DC5,DC10,2021/8/18,490
DC7,DC3,2021/8/18,973
DC7,DC4,2021/8/18,2435
DC7,DC5,2021/8/18,488
DC7,DC8,2021/8/18,11
DC7,DC10,2021/8/18,31
DC8,DC3,2021/8/18,3623
DC8,DC4,2021/8/18,32
DC8,DC5,2021/8/18,1512
DC8,DC9,2021/8/18,8
DC8,DC10,2021/8/18,5302
DC9,DC8,2021/8/18,3
DC10,DC3,2021/8/18,7907
DC10,DC4,2021/8/18,25554
DC10,DC5,2021/8/18,8641
DC10,DC8,2021/8/18,748
DC10,DC9,2021/8/18,2
DC3,DC4,2021/8/19,3
DC3,DC5,2021/8/19,8
DC3,DC10,2021/8/19,2
DC4,DC3,2021/8/19,1082
DC4,DC5,2021/8/19,1429
DC4,DC8,2021/8/19,38
DC4,DC10,2021/8/19,140
DC5,DC3,2021/8/19,73
DC5,DC4,2021/8/19,145
DC5,DC8,2021/8/19,1
DC5,DC10,2021/8/19,264
DC7,DC3,2021/8/19,374
DC7,DC4,2021/8/19,3648
DC7,DC5,2021/8/19,312
DC7,DC8,2021/8/19,10
DC7,DC10,2021/8/19,20
DC8,DC3,2021/8/19,1235
DC8,DC4,2021/8/19,35
DC8,DC5,2021/8/19,1970
DC8,DC9,2021/8/19,6
DC8,DC10,2021/8/19,7515
DC10,DC3,2021/8/19,4969
DC10,DC4,2021/8/19,37691
DC10,DC5,2021/8/19,13434
DC10,DC8,2021/8/19,206
DC3,DC4,2021/8/20,3
DC3,DC5,2021/8/20,9
DC3,DC10,2021/8/20,6
DC4,DC3,2021/8/20,1110
DC4,DC5,2021/8/20,2045
DC4,DC8,2021/8/20,34
DC4,DC10,2021/8/20,250
DC5,DC3,2021/8/20,56
DC5,DC4,2021/8/20,182
DC5,DC10,2021/8/20,128
DC7,DC3,2021/8/20,271
DC7,DC4,2021/8/20,3755
DC7,DC5,2021/8/20,776
DC7,DC8,2021/8/20,7
DC7,DC10,2021/8/20,6
DC8,DC3,2021/8/20,3968
DC8,DC4,2021/8/20,26
DC8,DC5,2021/8/20,2397
DC8,DC9,2021/8/20,14
DC8,DC10,2021/8/20,5188
DC10,DC3,2021/8/20,10626
DC10,DC4,2021/8/20,22104
DC10,DC5,2021/8/20,9189
DC10,DC8,2021/8/20,169
DC3,DC4,2021/8/21,1
DC3,DC5,2021/8/21,1
DC3,DC10,2021/8/21,1
DC4,DC3,2021/8/21,3905
DC4,DC5,2021/8/21,1164
DC4,DC8,2021/8/21,93
DC4,DC10,2021/8/21,166
DC5,DC3,2021/8/21,112
DC5,DC4,2021/8/21,473
DC5,DC8,2021/8/21,3
DC5,DC10,2021/8/21,418
DC7,DC3,2021/8/21,305
DC7,DC4,2021/8/21,1829
DC7,DC5,2021/8/21,278
DC7,DC8,2021/8/21,15
DC7,DC10,2021/8/21,13
DC8,DC3,2021/8/21,1340
DC8,DC4,2021/8/21,31
DC8,DC5,2021/8/21,1946
DC8,DC10,2021/8/21,2455
DC9,DC8,2021/8/21,1
DC9,DC10,2021/8/21,12
DC10,DC3,2021/8/21,5365
DC10,DC4,2021/8/21,25960
DC10,DC5,2021/8/21,8957
DC10,DC8,2021/8/21,107
DC3,DC4,2021/8/22,3
DC3,DC5,2021/8/22,2
DC3,DC10,2021/8/22,3
DC4,DC3,2021/8/22,3612
DC4,DC5,2021/8/22,1375
DC4,DC8,2021/8/22,42
DC4,DC9,2021/8/22,4
DC4,DC10,2021/8/22,41
DC5,DC3,2021/8/22,71
DC5,DC4,2021/8/22,410
DC5,DC10,2021/8/22,187
DC7,DC3,2021/8/22,281
DC7,DC4,2021/8/22,2917
DC7,DC5,2021/8/22,333
DC7,DC8,2021/8/22,2
DC7,DC10,2021/8/22,25
DC8,DC3,2021/8/22,1442
DC8,DC4,2021/8/22,13
DC8,DC5,2021/8/22,1612
DC8,DC10,2021/8/22,4873
DC10,DC3,2021/8/22,12751
DC10,DC4,2021/8/22,23913
DC10,DC5,2021/8/22,9754
DC10,DC8,2021/8/22,147
DC10,DC9,2021/8/22,1
DC4,DC3,2021/8/23,1335
DC4,DC5,2021/8/23,1588
DC4,DC8,2021/8/23,27
DC4,DC10,2021/8/23,40
DC5,DC3,2021/8/23,41
DC5,DC4,2021/8/23,176
DC5,DC10,2021/8/23,337
DC7,DC3,2021/8/23,347
DC7,DC4,2021/8/23,1997
DC7,DC5,2021/8/23,321
DC7,DC8,2021/8/23,15
DC7,DC10,2021/8/23,28
DC8,DC3,2021/8/23,1801
DC8,DC4,2021/8/23,203
DC8,DC5,2021/8/23,2290
DC8,DC10,2021/8/23,5457
DC9,DC10,2021/8/23,2
DC10,DC3,2021/8/23,5110
DC10,DC4,2021/8/23,62407
DC10,DC5,2021/8/23,4968
DC10,DC8,2021/8/23,343
DC2,DC3,2021/8/24,1
DC2,DC4,2021/8/24,2
DC3,DC4,2021/8/24,1
DC3,DC5,2021/8/24,6
DC4,DC3,2021/8/24,3040
DC4,DC5,2021/8/24,1727
DC4,DC8,2021/8/24,74
DC4,DC10,2021/8/24,121
DC5,DC3,2021/8/24,172
DC5,DC4,2021/8/24,136
DC5,DC10,2021/8/24,406
DC7,DC3,2021/8/24,793
DC7,DC4,2021/8/24,1597
DC7,DC5,2021/8/24,348
DC7,DC8,2021/8/24,13
DC7,DC10,2021/8/24,2
DC8,DC3,2021/8/24,1088
DC8,DC4,2021/8/24,84
DC8,DC5,2021/8/24,1940
DC8,DC10,2021/8/24,3041
DC10,DC3,2021/8/24,10811
DC10,DC4,2021/8/24,44003
DC10,DC5,2021/8/24,15723
DC10,DC8,2021/8/24,1763
DC2,DC3,2021/8/25,5
DC2,DC4,2021/8/25,106
DC2,DC5,2021/8/25,16
DC3,DC5,2021/8/25,2
DC4,DC3,2021/8/25,2253
DC4,DC5,2021/8/25,1330
DC4,DC8,2021/8/25,84
DC5,DC3,2021/8/25,144
DC5,DC4,2021/8/25,491
DC5,DC8,2021/8/25,1
DC7,DC3,2021/8/25,413
DC7,DC4,2021/8/25,7
DC7,DC5,2021/8/25,265
DC7,DC8,2021/8/25,1140
DC8,DC3,2021/8/25,5348
DC8,DC4,2021/8/25,464
DC8,DC5,2021/8/25,2739
DC8,DC9,2021/8/25,8
DC8,DC10,2021/8/25,106
DC10,DC3,2021/8/25,13286
DC10,DC4,2021/8/25,60791
DC10,DC5,2021/8/25,11683
DC10,DC8,2021/8/25,1630
DC2,DC3,2021/8/26,1
DC2,DC4,2021/8/26,14
DC2,DC5,2021/8/26,2
DC3,DC4,2021/8/26,2
DC4,DC3,2021/8/26,1354
DC4,DC5,2021/8/26,1466
DC4,DC8,2021/8/26,82
DC4,DC10,2021/8/26,2
DC5,DC3,2021/8/26,180
DC5,DC4,2021/8/26,547
DC5,DC8,2021/8/26,3
DC5,DC10,2021/8/26,3
DC7,DC3,2021/8/26,445
DC7,DC4,2021/8/26,10
DC7,DC5,2021/8/26,614
DC7,DC8,2021/8/26,4037
DC8,DC3,2021/8/26,7028
DC8,DC4,2021/8/26,223
DC8,DC5,2021/8/26,3659
DC8,DC9,2021/8/26,4
DC8,DC10,2021/8/26,2
DC10,DC3,2021/8/26,8453
DC10,DC4,2021/8/26,45659
DC10,DC5,2021/8/26,7661
DC10,DC8,2021/8/26,161
DC3,DC4,2021/8/27,3
DC4,DC3,2021/8/27,1805
DC4,DC5,2021/8/27,964
DC4,DC8,2021/8/27,60
DC5,DC3,2021/8/27,84
DC5,DC4,2021/8/27,945
DC5,DC8,2021/8/27,5
DC7,DC3,2021/8/27,606
DC7,DC4,2021/8/27,12
DC7,DC5,2021/8/27,392
DC7,DC8,2021/8/27,1105
DC8,DC3,2021/8/27,7197
DC8,DC4,2021/8/27,132
DC8,DC5,2021/8/27,3725
DC8,DC9,2021/8/27,7
DC10,DC3,2021/8/27,9954
DC10,DC4,2021/8/27,76751
DC10,DC5,2021/8/27,16104
DC10,DC8,2021/8/27,403
DC3,DC4,2021/8/28,3
DC3,DC5,2021/8/28,6
DC4,DC3,2021/8/28,1969
DC4,DC5,2021/8/28,2446
DC4,DC8,2021/8/28,122
DC5,DC3,2021/8/28,83
DC5,DC4,2021/8/28,559
DC7,DC3,2021/8/28,424
DC7,DC4,2021/8/28,8
DC7,DC5,2021/8/28,289
DC7,DC8,2021/8/28,1041
DC8,DC3,2021/8/28,3622
DC8,DC4,2021/8/28,226
DC8,DC5,2021/8/28,2739
DC8,DC10,2021/8/28,2
DC10,DC3,2021/8/28,12527
DC10,DC4,2021/8/28,50185
DC10,DC5,2021/8/28,14564
DC10,DC8,2021/8/28,139
DC3,DC4,2021/8/29,1
DC4,DC3,2021/8/29,1622
DC4,DC5,2021/8/29,1321
DC4,DC8,2021/8/29,49
DC5,DC3,2021/8/29,38
DC5,DC4,2021/8/29,395
DC5,DC8,2021/8/29,1
DC7,DC3,2021/8/29,308
DC7,DC4,2021/8/29,21
DC7,DC5,2021/8/29,155
DC7,DC8,2021/8/29,1850
DC8,DC3,2021/8/29,3384
DC8,DC4,2021/8/29,217
DC8,DC5,2021/8/29,2546
DC10,DC3,2021/8/29,13063
DC10,DC4,2021/8/29,111598
DC10,DC5,2021/8/29,5456
DC10,DC8,2021/8/29,215
DC3,DC4,2021/8/30,8
DC3,DC10,2021/8/30,3
DC4,DC3,2021/8/30,1781
DC4,DC5,2021/8/30,724
DC4,DC8,2021/8/30,24
DC5,DC3,2021/8/30,217
DC5,DC4,2021/8/30,453
DC5,DC8,2021/8/30,9
DC5,DC10,2021/8/30,5
DC7,DC3,2021/8/30,924
DC7,DC4,2021/8/30,30
DC7,DC5,2021/8/30,306
DC7,DC8,2021/8/30,2453
DC8,DC3,2021/8/30,2218
DC8,DC4,2021/8/30,243
DC8,DC5,2021/8/30,3462
DC8,DC9,2021/8/30,123
DC10,DC3,2021/8/30,17501
DC10,DC4,2021/8/30,96259
DC10,DC5,2021/8/30,17140
DC10,DC8,2021/8/30,280
DC3,DC5,2021/8/31,6
DC4,DC3,2021/8/31,3240
DC4,DC5,2021/8/31,1475
DC4,DC8,2021/8/31,102
DC5,DC3,2021/8/31,15505
DC5,DC4,2021/8/31,1395
DC5,DC8,2021/8/31,4
DC5,DC10,2021/8/31,4
DC7,DC3,2021/8/31,330
DC7,DC4,2021/8/31,24
DC7,DC5,2021/8/31,404
DC7,DC8,2021/8/31,2837
DC8,DC3,2021/8/31,2209
DC8,DC4,2021/8/31,236
DC8,DC5,2021/8/31,2757
DC8,DC9,2021/8/31,5
DC8,DC10,2021/8/31,5
DC9,DC8,2021/8/31,2
DC10,DC3,2021/8/31,6409
DC10,DC4,2021/8/31,77212
DC10,DC5,2021/8/31,24398
DC10,DC8,2021/8/31,259
DC3,DC4,2021/9/1,1
DC3,DC5,2021/9/1,12
DC4,DC3,2021/9/1,1136
DC4,DC5,2021/9/1,1062
DC4,DC8,2021/9/1,87
DC5,DC4,2021/9/1,4
DC5,DC10,2021/9/1,3
DC7,DC3,2021/9/1,341
DC7,DC4,2021/9/1,15
DC7,DC5,2021/9/1,552
DC7,DC8,2021/9/1,1816
DC8,DC3,2021/9/1,6047
DC8,DC4,2021/9/1,64
DC8,DC5,2021/9/1,1318
DC8,DC9,2021/9/1,5
DC8,DC10,2021/9/1,2
DC10,DC3,2021/9/1,14817
DC10,DC4,2021/9/1,68746
DC10,DC5,2021/9/1,13854
DC10,DC8,2021/9/1,627
DC3,DC4,2021/9/2,6
DC3,DC5,2021/9/2,14
DC3,DC8,2021/9/2,2
DC4,DC3,2021/9/2,1198
DC4,DC5,2021/9/2,1080
DC4,DC8,2021/9/2,119
DC4,DC10,2021/9/2,6
DC5,DC3,2021/9/2,16
DC5,DC4,2021/9/2,3
DC7,DC3,2021/9/2,261
DC7,DC4,2021/9/2,6
DC7,DC5,2021/9/2,501
DC7,DC8,2021/9/2,2724
DC8,DC3,2021/9/2,2250
DC8,DC4,2021/9/2,172
DC8,DC5,2021/9/2,2959
DC8,DC9,2021/9/2,14
DC8,DC10,2021/9/2,5
DC10,DC3,2021/9/2,5669
DC10,DC4,2021/9/2,106095
DC10,DC5,2021/9/2,13048
DC10,DC8,2021/9/2,624
DC3,DC4,2021/9/3,8
DC3,DC5,2021/9/3,19
DC3,DC10,2021/9/3,3
DC4,DC3,2021/9/3,1504
DC4,DC5,2021/9/3,2046
DC4,DC8,2021/9/3,94
DC4,DC10,2021/9/3,2
DC5,DC3,2021/9/3,6
DC7,DC3,2021/9/3,439
DC7,DC4,2021/9/3,13
DC7,DC5,2021/9/3,295
DC7,DC8,2021/9/3,1888
DC8,DC3,2021/9/3,2464
DC8,DC4,2021/9/3,166
DC8,DC5,2021/9/3,2614
DC8,DC9,2021/9/3,6
DC8,DC10,2021/9/3,192
DC10,DC3,2021/9/3,12479
DC10,DC4,2021/9/3,66597
DC10,DC5,2021/9/3,8627
DC10,DC8,2021/9/3,368
DC10,DC9,2021/9/3,8
DC3,DC4,2021/9/4,23
DC3,DC5,2021/9/4,8
DC4,DC3,2021/9/4,566
